CPU usage during test runs:

--- CPU stats for 64 threads ---
Linux 6.8.0-57-generic (artem-XENIA-15) 	13.04.2025 	_x86_64_	(16 CPU)

17:24:04     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:24:05     all   29,33    0,00    2,72    0,00    0,00    0,06    0,00    0,00    0,00   67,89
17:24:06     all   35,22    0,00    2,39    0,06    0,00    0,06    0,00    0,00    0,00   62,27
17:24:07     all    6,98    0,00    1,07    0,00    0,00    0,06    0,00    0,00    0,00   91,89
17:24:08     all    0,57    0,00    0,38    0,00    0,00    0,00    0,00    0,00    0,00   99,06
17:24:09     all    0,82    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   98,68
17:24:10     all    0,82    0,00    0,57    0,00    0,00    0,00    0,00    0,00    0,00   98,61
17:24:11     all    1,25    0,00    1,00    0,00    0,00    0,12    0,00    0,00    0,00   97,63
17:24:12     all    0,88    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   98,61
17:24:13     all    1,83    0,00    1,07    0,00    0,00    0,00    0,00    0,00    0,00   97,11
17:24:14     all    1,45    0,00    0,44    0,06    0,00    0,00    0,00    0,00    0,00   98,04
17:24:15     all    1,69    0,06    0,63    0,00    0,00    0,06    0,00    0,00    0,00   97,56
17:24:16     all    1,13    0,00    1,13    0,00    0,00    0,06    0,00    0,00    0,00   97,68
17:24:17     all   18,26    0,00    1,44    0,00    0,00    0,06    0,00    0,00    0,00   80,24
17:24:18     all   26,49    0,00    1,20    0,00    0,00    0,06    0,00    0,00    0,00   72,25
17:24:19     all    4,85    0,00    0,69    0,00    0,00    0,06    0,00    0,00    0,00   94,39
17:24:20     all    2,08    0,00    0,63    0,06    0,00    0,00    0,00    0,00    0,00   97,23
17:24:21     all    1,95    0,00    1,32    0,00    0,00    0,00    0,00    0,00    0,00   96,74
17:24:22     all    1,64    0,00    0,70    0,00    0,00    0,00    0,00    0,00    0,00   97,66
17:24:23     all    1,69    0,00    0,82    0,00    0,00    0,00    0,00    0,00    0,00   97,49
17:24:24     all    1,57    0,00    0,76    0,00    0,00    0,00    0,00    0,00    0,00   97,67
17:24:25     all    1,52    0,00    0,69    0,00    0,00    0,06    0,00    0,00    0,00   97,73
17:24:26     all    1,07    0,00    0,75    0,06    0,00    0,00    0,00    0,00    0,00   98,12
17:24:27     all   34,01    0,00    3,80    0,06    0,00    0,32    0,00    0,00    0,00   61,81
17:24:28     all   87,57    0,00    8,37    0,00    0,00    2,19    0,00    0,00    0,00    1,87
17:24:29     all   85,87    0,00    9,69    0,00    0,00    3,13    0,00    0,00    0,00    1,31
17:24:30     all   83,76    0,00   11,54    0,00    0,00    3,70    0,00    0,00    0,00    1,00
17:24:31     all   80,30    0,00   13,68    0,00    0,00    4,71    0,00    0,00    0,00    1,32
17:24:32     all   66,05    0,00   21,95    0,00    0,00    7,74    0,00    0,00    0,00    4,25
17:24:33     all   63,50    0,06   23,45    0,00    0,00    8,24    0,00    0,00    0,00    4,75
17:24:34     all   64,28    0,00   22,53    0,00    0,00    8,31    0,00    0,00    0,00    4,89
17:24:35     all   64,58    0,00   22,12    0,00    0,00    8,62    0,00    0,00    0,00    4,69
17:24:36     all   64,47    0,00   22,81    0,00    0,00    8,31    0,00    0,00    0,00    4,41
17:24:37     all   65,14    0,00   22,01    0,00    0,00    8,40    0,00    0,00    0,00    4,45
17:24:38     all   65,90    0,00   22,03    0,00    0,00    7,87    0,00    0,00    0,00    4,19
17:24:39     all   65,52    0,00   22,14    0,00    0,00    8,27    0,00    0,00    0,00    4,07
17:24:40     all   66,14    0,00   21,60    0,00    0,00    8,46    0,00    0,00    0,00    3,79
17:24:41     all   65,57    0,00   22,55    0,00    0,00    7,94    0,00    0,00    0,00    3,94
17:24:42     all   65,80    0,00   22,02    0,00    0,00    8,19    0,00    0,00    0,00    4,00
17:24:43     all   67,28    0,00   21,26    0,00    0,00    7,51    0,00    0,00    0,00    3,95
17:24:44     all   67,13    0,00   21,30    0,00    0,00    7,88    0,00    0,00    0,00    3,69
17:24:45     all   67,68    0,06   20,60    0,00    0,00    7,48    0,00    0,00    0,00    4,18
17:24:46     all   67,22    0,00   21,71    0,00    0,00    7,78    0,00    0,00    0,00    3,29

--- CPU stats for 68 threads ---
Linux 6.8.0-57-generic (artem-XENIA-15) 	13.04.2025 	_x86_64_	(16 CPU)

17:24:47     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:24:48     all   27,65    0,00    1,97    0,00    0,00    0,06    0,00    0,00    0,00   70,31
17:24:49     all   34,05    0,00    2,01    0,00    0,00    0,13    0,00    0,00    0,00   63,81
17:24:50     all   11,66    0,00    1,07    0,00    0,00    0,06    0,00    0,00    0,00   87,21
17:24:51     all    1,26    0,00    0,82    0,00    0,00    0,00    0,00    0,00    0,00   97,92
17:24:52     all    2,40    0,00    2,15    0,06    0,00    0,00    0,00    0,00    0,00   95,39
17:24:53     all    1,38    0,00    0,63    0,06    0,00    0,13    0,00    0,00    0,00   97,80
17:24:54     all    1,45    0,00    0,88    0,00    0,00    0,00    0,00    0,00    0,00   97,66
17:24:55     all    1,70    0,00    0,94    0,00    0,00    0,00    0,00    0,00    0,00   97,36
17:24:56     all    1,57    0,00    0,57    0,00    0,00    0,00    0,00    0,00    0,00   97,86
17:24:57     all    1,83    0,00    1,32    0,00    0,00    0,00    0,00    0,00    0,00   96,85
17:24:58     all    1,89    0,00    0,50    0,00    0,00    0,06    0,00    0,00    0,00   97,54
17:24:59     all    1,26    0,00    0,31    0,00    0,00    0,00    0,00    0,00    0,00   98,43
17:25:00     all   15,50    0,00    1,94    0,00    0,00    0,06    0,00    0,00    0,00   82,50
17:25:01     all   26,49    0,00    1,32    0,06    0,00    0,13    0,00    0,00    0,00   71,99
17:25:02     all    9,21    0,00    1,01    0,00    0,00    0,06    0,00    0,00    0,00   89,72
17:25:03     all    1,50    0,00    0,82    0,00    0,00    0,06    0,00    0,00    0,00   97,62
17:25:04     all    1,64    0,00    0,82    0,06    0,00    0,00    0,00    0,00    0,00   97,48
17:25:05     all    2,20    0,06    0,69    0,00    0,00    0,06    0,00    0,00    0,00   96,98
17:25:06     all    0,50    0,00    0,38    0,00    0,00    0,00    0,00    0,00    0,00   99,12
17:25:07     all    1,07    0,00    0,88    0,00    0,00    0,00    0,00    0,00    0,00   98,05
17:25:08     all    0,25    0,00    0,25    0,00    0,00    0,00    0,00    0,00    0,00   99,50
17:25:09     all    0,56    0,00    0,31    0,00    0,00    0,00    0,00    0,00    0,00   99,12
17:25:10     all   26,92    0,00    3,21    0,13    0,00    0,13    0,00    0,00    0,00   69,62
17:25:11     all   87,11    0,00    8,89    0,00    0,00    2,38    0,00    0,00    0,00    1,63
17:25:12     all   84,99    0,00   10,63    0,00    0,00    3,63    0,00    0,00    0,00    0,75
17:25:13     all   83,13    0,00   11,97    0,00    0,00    4,01    0,00    0,00    0,00    0,88
17:25:14     all   80,80    0,00   13,03    0,00    0,00    4,86    0,00    0,00    0,00    1,31
17:25:15     all   68,27    0,00   20,58    0,00    0,00    7,35    0,00    0,00    0,00    3,80
17:25:16     all   64,33    0,00   22,80    0,00    0,00    7,96    0,00    0,00    0,00    4,90
17:25:17     all   64,08    0,00   22,80    0,00    0,00    8,41    0,00    0,00    0,00    4,71
17:25:18     all   63,81    0,00   23,17    0,00    0,00    8,38    0,00    0,00    0,00    4,63
17:25:19     all   65,04    0,00   22,23    0,00    0,00    8,17    0,00    0,00    0,00    4,56
17:25:20     all   64,65    0,00   22,25    0,00    0,00    8,58    0,00    0,00    0,00    4,51
